wikiStats|id

redirects|6797
p|RD1-score05-1|346
p|RD1-score16-2|173
p|RD1-score09-2|240
p|RD1-score13-3|109
p|RD1-score12-2|345
p|RD1-score06-3|109
p|RD1-seed09|196
p|RD1-score08-1|241
p|RD1-team01|236
p|RD1-score03-2|344
p|RD2|352
p|RD1-team16|244
p|RD1-team13|452
p|RD1-seed10|69
p|RD1-score04-3|126
p|RD1-score11-1|348
p|RD1-team05|445
p|RD1-team14|446
p|RD1-team07|318
p|RD1-team04|451
p|RD1-score09-1|241
p|RD1-score12-1|349
p|RD1-score08-3|77
p|RD1-score16-1|174
p|RD1-score02-1|172
p|RD4|352
p|RD1-score03-1|351
p|RD1-score07-1|242
p|RD1-team10|314

template|Templat:Infobox organisasi komik
count|1
properties|0

template|Templat:Structurae
count|52
properties|4
p|judul|7
p|1|0
p|id|57
p|2|0

template|Templat:Sisterlinks
count|40
properties|12
p|species|12
p|s|30
p|author|4
p|n|34
p|style|0
p|voy|0
p|wikt|35
p|1|0
p|q|19
p|b|37
p|commons|21
p|d|0

template|Templat:Mengutip jurnal
count|1
properties|0

template|Templat:Kualifikasi Piala Dunia FIFA 2014 – Grup A Zona Eropa
count|2
properties|2
p|tiebreakers|0
p|expanded|2

template|Templat:Infobox gugus bintang
count|45
properties|21
p|mass_kg|1
p|name|45
p|size_v|42
p|dist_ly|36
p|epoch|44
p|image|0
p|names|49
p|radius_ly|33
p|credit|37
p|age|31
p|const|12
p|ra|8
p|caption|31
p|dist_pc|28
p|appmag_v|44
p|mass_msol|3
p|constellation|28
p|class|42
p|notes|7
p|dec|8
p|v_hb|4

template|Templat:Webby Awards
count|1
properties|0

template|Templat:Infobox comics creator
count|3
properties|51
p|art|2
p|website|2
p|area|11
p|name|2
p|signature_alt|0
p|influenced|0
p|yod|0
p|location|0
p|imagesize|0
p|mob|1
p|mod|0
p|death_date|0
p|relatives|0
p|birth_place|7
p|image|0
p|birth_name|0
p|dob|1
p|influences|0
p|death_place|0
p|spouse|0
p|name_nonEN|0
p|manga|0
p|signature|0
p|pencil|2
p|strip|0
p|color|0
p|notable works|16
p|expand|0
p|mangaka|0
p|letter|2
p|birthname|1
p|edit|0
p|publish|0
p|alias|0
p|birthdate|0
p|awards|4
p|cartoonist|2
p|ink|2
p|alt|0
p|deathplace|0
p|nationality2|0
p|caption|3
p|yob|1
p|deathdate|0
p|nationality|2
p|birthplace|0
p|nonUS|0
p|collaborators|0
p|birth_date|0
p|write|3
p|dod|0

template|Templat:Infobox rugby league club
count|11
properties|67
p|ground4|0
p|clubchampionshipyears|1
p|lancashirecups|0
p|cup4years|0
p|emblem|0
p|regaltrophy|0
p|capacity3|0
p|cup1|0
p|runnerupyears|5
p|image|0
p|cup3titles|0
p|founded|12
p|cup3years|0
p|league|11
p|cup5|0
p|mostcap|5
p|spoons|1
p|ground3|0
p|cup4titles|0
p|premiershipyears|9
p|cup2|0
p|capacity4|0
p|cup2years|0
p|cup5years|0
p|season|10
p|mgrtitle|3
p|cup2titles|0
p|short name|3
p|web|0
p|regaltrophyyears|0
p|cup3|0
p|lancashirecup|0
p|coach|9
p|points|5
p|fullname|19
p|ground2|0
p|ceo|10
p|ground|21
p|exited|1
p|clubchampionships|1
p|readmitted|1
p|challengecups|0
p|manager|3
p|capacity2|0
p|runnerups|5
p|captain|7
p|position|10
p|minorpremiershipyears|8
p|awayjersey|7
p|cup4|0
p|cup1titles|0
p|premierships|10
p|mostpoints|5
p|colours|5
p|clubname|11
p|current|7
p|challengecupyears|0
p|lancashirecupyears|0
p|cap|5
p|cup5titles|0
p|homejersey|7
p|minorpremierships|8
p|spoonyears|1
p|cup1years|0
p|jerseysize|0
p|capacity|11
p|nickname|10

template|Templat:Infobox engineer
count|5
properties|30
p|native_name|0
p|children|2
p|name|5
p|signature_alt|0
p|death_date|2
p|birth_place|10
p|image_size|2
p|image|0
p|birth_name|1
p|death_place|5
p|native_name_lang|0
p|citizenship|0
p|significant_design|1
p|spouse|2
p|parents|0
p|practice_name|1
p|employer|2
p|significant_projects|8
p|signature|0
p|institutions|0
p|education|3
p|alt|0
p|significant_advance|1
p|caption|2
p|nationality|6
p|discipline|1
p|resting_place_coordinates|0
p|significant_awards|3
p|birth_date|2
p|resting_place|0

template|Templat:Infobox continent
count|1
properties|15
p|area|1
p|image|0
p|population|1
p|demonym|1
p|unrecognized|0
p|internet|0
p|countries|1
p|languages|1
p|density|1
p|time|1
p|title|1
p|list_countries|1
p|list countries|0
p|dependencies|0
p|cities|2

template|Templat:Infobox film awards
count|1
properties|58
p|number|1
p|actor|0
p|duration|0
p|network|0
p|actress_link|0
p|name|0
p|channel|0
p|most_awards|0
p|actress_film|0
p|best_actress|1
p|most_wins|1
p|best_film|1
p|organizer|0
p|image_size|0
p|image|0
p|award_link|0
p|best_actor_link|0
p|best_actress_link|0
p|best_film_link|0
p|host|1
p|last_link|0
p|site|2
p|actor_link|0
p|award|1
p|best_direction_film|0
p|best_british|1
p|tv_coverage_link|0
p|direction|0
p|host_link|0
p|last|1
p|next link|0
p|actress|0
p|direction_film|0
p|most_nominations|0
p|viewership|0
p|date|1
p|best_picture_link|0
p|free_award|0
p|caption|0
p|best_actor|1
p|director|0
p|next|1
p|ratings|0
p|film_link|0
p|best_actress_film|1
p|free_award_type|0
p|actor_film|0
p|best_direction|0
p|best_direction_link|0
p|next_link|0
p|film|0
p|last link|0
p|direction_link|0
p|preshow_link|0
p|preshow|0
p|best_actor_film|1
p|producer|0
p|best_picture|0

template|Templat:U.S. presidential ticket box row
count|1
properties|8
p|name|6
p|ev|6
p|state|6
p|vp_state|6
p|pv|6
p|vp_name|6
p|party|6
p|pv_pct|6

template|Templat:Infobox model
count|14
properties|38
p|weight|3
p|website|3
p|hair_color|3
p|name|12
p|eye_color|3
p|imagesize|4
p|collar|0
p|death_date|0
p|dress size|5
p|relatives|0
p|birth_place|25
p|image_size|0
p|image|0
p|birth_name|9
p|death_place|0
p|spouse|2
p|agency|9
p|measurements|7
p|eyecolour|1
p|dress_size|0
p|height|5
p|shoe_size|1
p|suit|0
p|hair_colour|0
p|birthname|0
p|alias|1
p|eyecolor|6
p|eye_colour|0
p|other_names|0
p|alt|0
p|caption|7
p|haircolor|6
p|relations|0
p|ethnicity|0
p|haircolour|1
p|occupation|5
p|birth_date|1
p|shoe size|2

template|Templat:Infobox musical artist
count|2234
properties|48
p|personil|55
p|Alias|609
p|website|160
p|name|646
p|Img_size|250
p|Name|1807
p|Img_capt|714
p|death_date|3
p|birth_place|324
p|image_size|67
p|image|0
p|birth_name|212
p|Landscape|213
p|URL|1137
p|death_place|25
p|Current_members|2161
p|Occupation|2112
p|label|774
p|Born|410
p|Img_alt|3
p|Origin|2090
p|nama|109
p|embed|0
p|years_active|381
p|Years_active|1705
p|Associated_acts|2833
p|aktif|112
p|aliran|170
p|personel|403
p|Died|89
p|1|0
p|Notable_instruments|277
p|gambar|65
p|Birth_name|804
p|Img|1044
p|alt|5
p|Label|2863
p|situs|50
p|caption|231
p|asal|193
p|Background|1535
p|yearsactive|2
p|Past_members|1268
p|occupation|538
p|Genre|3892
p|Instrument|1533
p|mantan|182
p|birth_date|35

template|Templat:Camiseta
count|1
properties|27
p|tipo_med|0
p|patrón pan|0
p|svg|1
p|tipo_der|0
p|patrón_pan|26
p|patrón med|0
p|type_la|0
p|pattern_la|0
p|patrón_der|11
p|pattern_sh|0
p|patrón_cuerpo|28
p|type_so|0
p|patrón izq|0
p|tipo_izq|0
p|tipo_pan|0
p|tipo_cuerpo|0
p|type_ra|0
p|patrón_izq|11
p|pattern_b|0
p|title|0
p|type_b|0
p|pattern_so|0
p|type_sh|0
p|patrón cuerpo|0
p|patrón der|0
p|patrón_med|0
p|pattern_ra|0

template|Templat:Infobox guitar model
count|3
properties|15
p|image|0
p|woodfingerboard|5
p|scale|2
p|woodneck|3
p|necktype|4
p|bridge|3
p|colors|3
p|caption|0
p|bodytype|3
p|woodbody|5
p|title|3
p|manufacturer|3
p|width|0
p|pickups|7
p|period|3

template|Templat:Geobox
count|75
properties|2275
p|source_location_label|0
p|discharge2_average_imperial|0
p|plant13|0
p|building13|0
p|established2|3
p|orogeny3|0
p|depth3_note|0
p|date4_label|0
p|river14|0
p|style7_note|0
p|river_label|0
p|footnotes|1
p|commune4|0
p|source_location_type|0
p|timezone_DST|9
p|parent2|1
p|utc_offset|12
p|number1|0
p|weight4_note|0
p|highest_elevation_round|0
p|native_name|15
p|orogeny3_note|0
p|discovery_type|0
p|part32|0
p|animal8|0
p|landmark7|0
p|tributary_right11_note|0
p|material3|0
p|code2_note|0
p|management_country|0
p|period2_note|0
p|orogeny12_note|0
p|date_label|0
p|lowest_coordinates_note|0
p|orogeny14|0
p|location_state|0
p|weight_type|0
p|population_density|25
p|ascent3|0
p|river6|0
p|orogeny6|0
p|date4|0
p|road_note|0
p|length_unit|0
p|style2|0
p|geology11|0
p|material5_note|0
p|highest_region|1
p|district_fold|0
p|population2_density_imperial|0
p|period9|0
p|map_size|18
p|management_district|0
p|source1_long_s|0
p|state2|3
p|state1_note|0
p|building15_note|0
p|topo2_map|0
p|number|0
p|date_note|0
p|lowest_type|0
p|region_note|0
p|density3_label|0
p|district15|0
p|government_municipality|0
p|child_left11|0
p|width3|0
p|country11|0
p|public_note|0
p|mouth_municipality1|0
p|city13_note|0
p|depth_note|0
p|orogeny7_note|0
p|border15_note|0
p|tributary_right15|0
p|region_fold|0
p|commune8_note|0
p|motto_type|0
p|population_metro_density_note|0
p|code_label|0
p|tributary_left|5
p|prominence_note|0
p|part21|0
p|author9_note|0
p|population_metro_density_round|0
p|area_round|9
p|width_type|0
p|other_name2|3
p|source1_country|0
p|highest_lat_d|3
p|animal12|0
p|volume3_unit|0
p|weight3_type|0
p|weight|0
p|commune10_note|0
p|municipality2|0
p|part6_note|0
p|city7|1
p|code3_type|0
p|country6_note|0
p|source1_coordinates_note|0
p|city1|4
p|parent|3
p|landmark3_note|0
p|region11|0
p|source_confluence_name|0
p|border1_note|0
p|area3_share|0
p|author_fold|0
p|source2_location_type|0
p|district4_note|0
p|author4|0
p|width3_type|0
p|mouth_state|1
p|author|0
p|capital_location|0
p|height1_label|0
p|date1_note|0
p|material13|0
p|tributary_right_label|0
p|country1|6
p|child_right6|0
p|biome8_note|0
p|management_state1|0
p|lowest_country|0
p|population1_date|0
p|government_elevation_round|0
p|population3_date|0
p|volume4_round|0
p|location_municipality1|0
p|border9|0
p|geology_label|0
p|tributary_fold|0
p|depth2_imperial|0
p|source_coordinates_note|0
p|area_code_note|0
p|website|18
p|source2_location_note|0
p|river15_note|0
p|child_left7_note|0
p|city|21
p|volume1_label|0
p|material15_note|0
p|part25_note|0
p|part10|3
p|volume4_label|0
p|commune7_note|0
p|period10_note|0
p|author13_note|0
p|flag_note|0
p|river13_note|0
p|state12|1
p|discharge_label|0
p|discovery5|0
p|free4|0
p|management_country1|0
p|plant|6
p|district14_note|0
p|author11|0
p|area|31
p|period4|0
p|tributary_left5_note|0
p|name|74
p|animal10_note|0
p|geology14_note|0
p|topo14_map|0
p|discovery4_note|0
p|highest_district1|0
p|district5_note|0
p|part28_note|0
p|free7_note|0
p|area2_unit|0
p|region1|4
p|river10_note|0
p|biome15_note|0
p|state8|1
p|commune13|0
p|location_district1|0
p|population_urban_density_imperial|0
p|discharge_type|0
p|source_confluence_note|0
p|topo13_note|0
p|child_left14|0
p|source_confluence_elevation|0
p|municipality10_note|0
p|area1_imperial|0
p|child_right12_note|0
p|highest_municipality|0
p|child_left_type|0
p|style13_note|0
p|child_left_fold|0
p|ascent7|0
p|region6|1
p|volume_note|0
p|discharge2_average|1
p|source2_coordinates_type|0
p|source1_long_EW|0
p|source_confluence_district1|0
p|area_water_type|0
p|country7|0
p|discharge1 location|0
p|period8_note|0
p|building4|0
p|statistics_note|0
p|government_district|0
p|source_confluence_type|0
p|lake3_note|0
p|weight4|0
p|source1_elevation_note|0
p|source_long_m|5
p|depth1_unit|0
p|number3_type|0
p|discharge_max_note|0
p|district4|5
p|other_name5|2
p|ascent4_note|0
p|mountain13|0
p|author4_note|0
p|depth4_imperial|0
p|biome9_note|0
p|child_right_label|0
p|region13_note|0
p|tributary_left15|0
p|native_category|1
p|orogeny11_note|0
p|city3_note|0
p|location_region1|0
p|lowest_lat_s|0
p|source|4
p|country15|0
p|material10|0
p|author5_note|0
p|region15|0
p|city12|1
p|highest_coordinates_note|0
p|etymology_note|0
p|mab_name|0
p|lowest_district1|0
p|capital_elevation_round|0
p|management_body|2
p|tributary_right8_note|0
p|child_right10|0
p|child_right6_note|0
p|orogeny13_note|0
p|population3|0
p|building14_note|0
p|mountain10_note|0
p|animal9_note|0
p|style6|0
p|river2|1
p|mouth_location_label|0
p|border2|1
p|parent_note|0
p|tributary_left10|0
p|watershed_unit|0
p|symbol_alt|0
p|landmark4|0
p|period1|1
p|municipality5|0
p|lowest_coordinates_format|0
p|author8|0
p|part14|0
p|plant8|0
p|ascent2_note|0
p|range3_note|0
p|visitation_type|0
p|leader1_label|0
p|river1_note|0
p|part1_note|0
p|mouth_location_note|0
p|leader3|0
p|animal5_note|0
p|area_urban_unit|0
p|district9|0
p|area_water_note|0
p|mountain2|0
p|landmark4_note|0
p|river11|0
p|management_location|1
p|source1_state|0
p|source2_location_label|0
p|discharge_max|1
p|road3_type|0
p|child_left|0
p|map_background|5
p|weight_imperial|0
p|government_location_type|0
p|parent_label|0
p|government_state1|0
p|date4_note|0
p|highest_coordinates_format|0
p|area_urban|1
p|river_fold|0
p|government_elevation_imperial|0
p|part7|4
p|location|1
p|tributary_left8|0
p|lat_s|9
p|source1_imperial|0
p|discovery1|0
p|population4_density_round|0
p|population1_density_imperial|0
p|map_caption|25
p|area_water_imperial|3
p|author15|0
p|child_right15_note|0
p|weight3_imperial|0
p|city_fold|0
p|volume1_unit|0
p|length4_round|0
p|depth4_label|0
p|population_density_round|3
p|mouth_note|0
p|lake_fold|0
p|map1_locator_x|0
p|width4_unit|0
p|range_type|1
p|weight2_type|0
p|iso_subcode|2
p|free5|0
p|source2_lat_m|0
p|landmark6_note|0
p|width_note|0
p|municipality2_note|0
p|source_confluence_lat_NS|0
p|government_long_m|0
p|width4_orientation|0
p|child_left12_note|0
p|tributary_right10|0
p|highest_note|0
p|height2_label|0
p|ascent_date_type|0
p|website_note|0
p|source1_label|0
p|city9_note|0
p|topo3_maker|0
p|city8_note|0
p|country4|2
p|capital_long_m|2
p|municipality15_note|0
p|mouth_state1|0
p|depth_unit|0
p|lowest|4
p|tributary_right6_note|0
p|orogeny15_note|0
p|mouth_district|6
p|tributary_left1_note|0
p|tributary_right3|1
p|geology3|1
p|map2_locator_x|0
p|tributary_left7_note|0
p|tributary_right_fold|0
p|population2_density|0
p|area1_unit|0
p|map2_locator|0
p|government_lat_d|0
p|management_long_s|0
p|population_density_note|0
p|part19|0
p|area_water_percentage|2
p|orogeny9|0
p|area4_imperial|0
p|lake4|0
p|date2_type|0
p|owner_type|0
p|population_metro_note|0
p|other_name1_note|0
p|lake12|0
p|author_type|0
p|population_density_imperial|3
p|border|2
p|whs_number|1
p|width_round|1
p|animal_type|0
p|style1|0
p|volume_unit|0
p|child_left7|0
p|population4_density|0
p|area_code_type|1
p|lake|0
p|topo5_note|0
p|watershed_imperial|0
p|length3_unit|0
p|number_label|0
p|population_as_of|22
p|period_fold|0
p|source_state1|0
p|source_confluence_long_s|0
p|landmark_type|1
p|capital_location_type|0
p|state|31
p|area_water|0
p|source2_long_m|0
p|commune10|0
p|management_region1|0
p|population_urban_density_note|0
p|lake11|0
p|style12|0
p|state7_note|0
p|lowest_region1|0
p|height2_note|0
p|part23_note|0
p|area_water_label|0
p|highest_long_m|3
p|map|40
p|length2_round|0
p|etymology_type|0
p|map1_size|1
p|highest_elevation_unit|0
p|height3_label|0
p|municipality9|0
p|capital_elevation|1
p|source_elevation_note|0
p|lake14|0
p|tributary_right9_note|0
p|management_coordinates_format|0
p|style10|0
p|width2_label|0
p|timezone_type|0
p|building5|0
p|government_region|0
p|ascent|0
p|width3_imperial|0
p|plant13_note|0
p|topo_type|0
p|child_right13|0
p|population2|0
p|river3_note|0
p|commune8|0
p|road1_note|0
p|established4_note|0
p|width3_round|0
p|area_metro_percentage_round|0
p|government_body|0
p|biome3|0
p|tributary_right|7
p|landmark_note|0
p|weight2_note|0
p|lake15_note|0
p|whs_region|1
p|statistics|5
p|discharge4_average|1
p|orogeny_type|0
p|author1|0
p|ascent_date|0
p|height3_unit|0
p|depth4_note|0
p|mouth_municipality|0
p|municipality12_note|0
p|area3_type|0
p|tributary_left3|1
p|part36|0
p|animal3_note|0
p|etymology_label|0
p|area3_label|0
p|image_size|10
p|width_unit|0
p|source_confluence_country1|0
p|height4_round|0
p|border11|0
p|style|0
p|area2_round|0
p|source_confluence_coordinates_note|0
p|image|0
p|biome4_note|0
p|topo8_maker|0
p|border11_note|0
p|lake9|0
p|topo12_maker|0
p|style6_note|0
p|region4_note|0
p|municipality12|0
p|source2_label|0
p|style_fold|0
p|state6|2
p|country5_note|0
p|river_type|0
p|tributary_right7|0
p|government_location|0
p|source1_elevation_imperial|0
p|discharge1_type|0
p|flag_label|0
p|period12_note|0
p|lake14_note|0
p|width1_orientation|0
p|material11_note|0
p|length3_orientation|0
p|volume3_round|0
p|region6_note|0
p|period14|0
p|part25|0
p|management_lat_s|0
p|number2|0
p|area3_note|0
p|mountain2_note|0
p|commune15_note|0
p|part22_note|0
p|geology|5
p|length1|0
p|management_elevation_note|0
p|landmark12|0
p|municipality14|0
p|part40|0
p|symbol_border|0
p|population|29
p|source2_elevation|0
p|mouth_type|0
p|author15_note|0
p|public_type|0
p|lowest_lat_d|0
p|ascent3_note|0
p|river2_note|0
p|coordinates_note|0
p|mountain12_note|0
p|code3|0
p|length4_label|0
p|topo11_map|0
p|plant1_note|0
p|volume_label|0
p|geology_fold|0
p|tributary_left6_note|0
p|population_metro_density_imperial|0
p|population4_as_of|0
p|area_metro|1
p|lowest_elevation_unit|0
p|border5|0
p|government_note|0
p|area_urban_label|0
p|capital_location_note|0
p|government_country|0
p|discharge_min_unit|0
p|animal4|0
p|geology8|0
p|source2_type|0
p|geology9_note|0
p|country_label|0
p|commune11_note|0
p|official_name|0
p|lake6_note|0
p|discharge2 location|0
p|map2_size|0
p|geology4_note|0
p|period_type|0
p|district8|0
p|government_long_EW|0
p|district15_note|0
p|mountain9|0
p|biome9|0
p|region10_note|0
p|lake12_note|0
p|area3_share_round|0
p|period8|0
p|highest_country1|0
p|state5|2
p|plant_label|0
p|code3_note|0
p|source2_state|0
p|landmark14_note|0
p|mountain12|0
p|range1|0
p|animal8_note|0
p|biome1_note|0
p|district1|10
p|area_urban_imperial|0
p|biome13_note|0
p|area2_imperial|0
p|child_left15_note|0
p|leader_note|0
p|part11_note|0
p|highest_lat_m|3
p|orogeny4_note|0
p|mouth_label|0
p|orogeny10_note|0
p|child_right_note|0
p|geology6|0
p|landmark10_note|0
p|length2_type|0
p|area_land_share|0
p|road_type|0
p|discharge_max_unit|0
p|free_type|7
p|part9_note|0
p|management_municipality1|0
p|animal14_note|0
p|other_name1|3
p|commune1|0
p|other_name_note|0
p|lowest_state|0
p|topo4_maker|0
p|established_note|0
p|animal11|0
p|period_label|0
p|geology10_note|0
p|orogeny_note|0
p|population4_note|0
p|length3_round|0
p|timezone|15
p|width4_label|0
p|border10_note|0
p|free8|0
p|period1_note|0
p|commune4_note|0
p|river3|0
p|lake1_note|0
p|region10|0
p|style15|0
p|district6|1
p|part11|1
p|landmark13_note|0
p|area3_unit|0
p|river5|0
p|region7|1
p|management_municipality|0
p|other_name7_note|0
p|highest_state|1
p|mouth_elevation_round|0
p|material14|0
p|geology_type|0
p|geology13_note|0
p|state12_note|0
p|ascent4|0
p|plant9_note|0
p|lowest_country1|0
p|district_type|8
p|area_water_share_round|0
p|map_locator_y|0
p|mouth_name|6
p|volume2_unit|0
p|depth3_type|0
p|part12_note|0
p|mountain_fold|0
p|height_type|0
p|height2_type|0
p|nickname_type|0
p|established4_type|0
p|number_type|0
p|source1_name|0
p|state11|1
p|government_coordinates_type|0
p|area_land_label|0
p|length2_imperial|0
p|mountain8_note|0
p|building10|0
p|source_country|3
p|region1_note|0
p|established1|4
p|management_label|0
p|plant14|0
p|district5|1
p|plant4|0
p|period3|0
p|depth1|0
p|width_imperial|1
p|map_locator|8
p|river15|0
p|border_note|0
p|area1_round|0
p|parent1|1
p|material_note|0
p|building_label|0
p|style3|0
p|child_left8_note|0
p|border8_note|0
p|length4|0
p|city6|1
p|border14|0
p|border3|0
p|source_confluence_length_imperial|0
p|free7_label|0
p|child_right2_note|0
p|length4_orientation|0
p|weight_label|0
p|building7|0
p|orogeny13|0
p|topo5_maker|0
p|depth_label|0
p|ascent_date_note|0
p|landmark6|0
p|source2_state1|0
p|mouth_country|4
p|management_elevation_unit|0
p|building3|0
p|mountain5|0
p|geology12|0
p|part19_note|0
p|population2_type|0
p|material7|0
p|population1|0
p|border15|0
p|tributary_left4_note|0
p|government_lat_s|0
p|style14_note|0
p|code4_note|0
p|height_note|0
p|part6|4
p|location_label|0
p|tributary_left5|0
p|tributary_left14|0
p|depth2_unit|0
p|material1_note|0
p|prominence_imperial|0
p|free1|2
p|commune5|0
p|whs_number_note|0
p|lake1|0
p|geology2|3
p|geology15|0
p|height3_imperial|0
p|mayor_note|0
p|region14|0
p|capital_coordinates_note|0
p|weight1_unit|0
p|city11|1
p|source2_name|0
p|tributary_left_label|0
p|weight_unit|0
p|source1_municipality1|0
p|author14_note|0
p|area_urban_percentage_round|0
p|orogeny10|0
p|part22|0
p|population1_density_round|0
p|discovery1_note|0
p|river6_note|0
p|building8_note|0
p|lowest_municipality|0
p|commons_note|0
p|author11_note|0
p|source1_country1|0
p|height4_note|0
p|biome12|0
p|topo3_note|0
p|animal15|0
p|highest_region1|0
p|part33|0
p|river|5
p|date1_label|0
p|child_left15|0
p|plant6|0
p|city2|2
p|date1|0
p|material6_note|0
p|management_type|0
p|mouth_length|0
p|location_state1|0
p|topo_note|0
p|state4_note|0
p|population2_as_of|0
p|height|0
p|source_length_round|0
p|ascent7_note|0
p|tributary_label|0
p|municipality6|0
p|border_label|0
p|source_confluence_coordinates_format|0
p|other_name6|1
p|elevation_unit|0
p|animal1_note|0
p|author3|0
p|other_name3_note|0
p|area_code|5
p|author5|0
p|tributary_right10_note|0
p|weight3|0
p|leader_label|0
p|mountain_label|0
p|plant11_note|0
p|mouth_lat_s|13
p|city5|1
p|topo1_maker|0
p|capital_long_EW|2
p|plant_note|0
p|area_imperial|5
p|region8_note|0
p|river_note|0
p|government_lat_m|0
p|population3_density|0
p|population_date|5
p|city14_note|0
p|free3_label|0
p|building_note|0
p|width4_type|0
p|mouth_elevation|5
p|district_note|0
p|coordinates_format|0
p|animal13_note|0
p|child_right5_note|0
p|category_iucn_note|0
p|building14|0
p|orogeny4|0
p|source_elevation|4
p|country14|0
p|height_label|0
p|part32_note|0
p|source_district|4
p|watershed|5
p|author12|0
p|country9_note|0
p|mountain15|0
p|child_left3_note|0
p|plant7_note|0
p|source2_elevation_imperial|0
p|biome6|0
p|volume_round|0
p|plant3_note|0
p|geology3_note|0
p|height3|0
p|state15_note|0
p|source_long_s|4
p|style11_note|0
p|area_metro_label|0
p|mountain1_note|0
p|volume3|0
p|commune12|0
p|river4_note|0
p|period4_note|0
p|depth4_round|0
p|lowest_elevation_note|0
p|ascent_label|0
p|tributary_right14_note|0
p|animal5|0
p|depth3_label|0
p|style_type|0
p|lowest_long_EW|0
p|plant10|0
p|landmark3|0
p|style7|0
p|commune11|0
p|topo_maker|0
p|date3_note|0
p|source_country1|0
p|width2_type|0
p|district10|0
p|length4_type|0
p|code4|0
p|mouth_coordinates_note|0
p|child_left4_note|0
p|volume4_type|0
p|number2_type|0
p|source1|0
p|population_metro|4
p|country4_note|0
p|country14_note|0
p|child_right9|0
p|public_label|0
p|mountain1|0
p|period15_note|0
p|timezone_DST_note|0
p|density1_label|0
p|map2_caption|0
p|mouth_long_d|17
p|timezone_DST_label|0
p|depth_round|0
p|building6|0
p|source_length_note|0
p|population2_density_note|0
p|tributary_left9|0
p|width1_type|0
p|lowest_long_m|0
p|volume_type|0
